codigo,descricao,unidade,grupo_macro,subgrupo
1680,Taco Para Fixacao de Rodape,un,02 - Materiais,02.039 - Revestimentos
1769,Soleira de Basalto,m2,02 - Materiais,02.039 - Revestimentos
1770,Peitoril de Basalto,m2,02 - Materiais,02.039 - Revestimentos
1909,Azulejo Liso,m2,02 - Materiais,02.039 - Revestimentos
1910,Azulejo Colorido,m2,02 - Materiais,02.039 - Revestimentos
1911,Azulejo Decorado,m2,02 - Materiais,02.039 - Revestimentos
1912,Pastilha Ceramica,m2,02 - Materiais,02.039 - Revestimentos
1913,Chapa Eucatex,m2,02 - Materiais,02.039 - Revestimentos
1916,Reboco Externo Preparado,kg,02 - Materiais,02.039 - Revestimentos
1917,Reboco Interno,kg,02 - Materiais,02.039 - Revestimentos
1925,Ceramica Tipo Gail Granitada,m2,02 - Materiais,02.039 - Revestimentos
1926,Ceramica Tipo Gail Flash,m2,02 - Materiais,02.039 - Revestimentos
1927,Ceramica Tipo Gail 9800,m2,02 - Materiais,02.039 - Revestimentos
1928,Revestimento Fuget Inclui Lav.,m2,02 - Materiais,02.039 - Revestimentos
1929,Cantoneira Aluminio Para Azulejos,m,02 - Materiais,02.039 - Revestimentos
1939,Pastilha Jatoba 104,m2,02 - Materiais,02.039 - Revestimentos
1940,Pastilha Jatoba 216,m2,02 - Materiais,02.039 - Revestimentos
1941,Pastilha Jatoba 307,m2,02 - Materiais,02.039 - Revestimentos
1942,Pastilha Jatoba 402,m2,02 - Materiais,02.039 - Revestimentos
1943,Pastilha Jatoba 404,m2,02 - Materiais,02.039 - Revestimentos
1944,Pastilha Jatoba 611,m2,02 - Materiais,02.039 - Revestimentos
1946,Chapiscofix,kg,02 - Materiais,02.039 - Revestimentos
1961,Cantoneira Invisivel Aluminio,m,02 - Materiais,02.039 - Revestimentos
1967,Eucaplac 0.30x2.75x0.064,m2,02 - Materiais,02.039 - Revestimentos
1969,Laminado Fenolico,m2,02 - Materiais,02.039 - Revestimentos
1979,Dimopiso,m2,02 - Materiais,02.039 - Revestimentos
1980,Azulejo Para Cozinha,m2,02 - Materiais,02.039 - Revestimentos
1999,Tijoletas Ceramicas,m2,02 - Materiais,02.039 - Revestimentos
2000,Rodape Metalico,m,02 - Materiais,02.039 - Revestimentos
2002,Ceramica Vitrificada,m2,02 - Materiais,02.039 - Revestimentos
2003,Rodape Ceramica Vermelha,m,02 - Materiais,02.039 - Revestimentos
2004,Rodape Ladrilho Hidraulico Aplicado,m,02 - Materiais,02.039 - Revestimentos
2005,Paviflex 30x30x0.02,m2,02 - Materiais,02.039 - Revestimentos
2006,Carpete 10mm,m2,02 - Materiais,02.039 - Revestimentos
2007,Carpete 4mm Colocado Inclui Cola,m2,02 - Materiais,02.039 - Revestimentos
2008,Carpete 6mm Colocado Inclui Cola,m2,02 - Materiais,02.039 - Revestimentos
2009,Rodape Para Carpete (Cordao Passoma),m,02 - Materiais,02.039 - Revestimentos
2010,Cordao de Madeira,m,02 - Materiais,02.039 - Revestimentos
2012,Tacos Madeira 7x21 1a,m2,02 - Materiais,02.039 - Revestimentos
2013,Rodape de Peroba,m,02 - Materiais,02.039 - Revestimentos
2014,Grana de Marmore,kg,02 - Materiais,02.039 - Revestimentos
2015,Rodape de Ipe,m,02 - Materiais,02.039 - Revestimentos
2016,Parquet de Madeira,m2,02 - Materiais,02.039 - Revestimentos
2017,Piso Pastilhado 40x40x0.5,m2,02 - Materiais,02.039 - Revestimentos
2018,Paviflex 30x30x3.0,m2,02 - Materiais,02.039 - Revestimentos
2021,Lajotao Colonial Vitrificado,m2,02 - Materiais,02.039 - Revestimentos
2022,Tabuas Corridas 10cm,m2,02 - Materiais,02.039 - Revestimentos
2023,Tabuas Corridas 20cm,m2,02 - Materiais,02.039 - Revestimentos
2025,Testeira Paviflex 1.6mm,m,02 - Materiais,02.039 - Revestimentos
2027,Paviflex 30x30x1.6,m2,02 - Materiais,02.039 - Revestimentos
2028,Ardosia Colocada,m2,02 - Materiais,02.039 - Revestimentos
2029,Goias Aplicada,m2,02 - Materiais,02.039 - Revestimentos
2032,Mineira Aplicada,m2,02 - Materiais,02.039 - Revestimentos
2033,Mosaico Portugues Aplicada,m2,02 - Materiais,02.039 - Revestimentos
2034,Marmore e=2cm (Peitoril),m2,02 - Materiais,02.039 - Revestimentos
2035,Rodape Ceramica Vitrificada,m,02 - Materiais,02.039 - Revestimentos
2036,Rodape Lajotao Colonial,m,02 - Materiais,02.039 - Revestimentos
2037,Pedra Caxambu,m2,02 - Materiais,02.039 - Revestimentos
2038,Rodape Paviflex,m,02 - Materiais,02.039 - Revestimentos
2040,Rodape Ceramica Esmaltada,m,02 - Materiais,02.039 - Revestimentos
2041,Lajota Sextavada 4cm,m2,02 - Materiais,02.039 - Revestimentos
2042,Soleira Granito Polido,m,02 - Materiais,02.039 - Revestimentos
2043,Peitoril de Concreto,m,02 - Materiais,02.039 - Revestimentos
2044,Basalto,m2,02 - Materiais,02.039 - Revestimentos
2046,Rodape Chapa Dobrada Aplicado,m,02 - Materiais,02.039 - Revestimentos
2047,Blokrete 8cm,un,02 - Materiais,02.039 - Revestimentos
2048,Soleira Marmore,m2,02 - Materiais,02.039 - Revestimentos
2049,Cordao de Marmore,m,02 - Materiais,02.039 - Revestimentos
2050,Agregado Alta Resistencia,kg,02 - Materiais,02.039 - Revestimentos
2051,Junta Piso Alta Resistencia,m,02 - Materiais,02.039 - Revestimentos
2052,Rodape de Durbeton Aplicado,m,02 - Materiais,02.039 - Revestimentos
2053,Granito 2cm Aplicado,m2,02 - Materiais,02.039 - Revestimentos
2054,Rodape Granito 2cm Aplicado,m,02 - Materiais,02.039 - Revestimentos
2056,Peitoril Granito Polido,m,02 - Materiais,02.039 - Revestimentos
2057,Soleira de Concreto,m,02 - Materiais,02.039 - Revestimentos
2058,Caco de Marmore,m2,02 - Materiais,02.039 - Revestimentos
2059,Po de Marmore,kg,02 - Materiais,02.039 - Revestimentos
2062,Rodape Imbuia 7cmx2m,m,02 - Materiais,02.039 - Revestimentos
2063,Rodape Imbuia 5cmx2m,m,02 - Materiais,02.039 - Revestimentos
2064,Rodape Pinho 7cmx2m,m,02 - Materiais,02.039 - Revestimentos
2073,"Carpete 4,5mm Nylon (Reviflex) Colocado",m2,02 - Materiais,02.039 - Revestimentos
2074,Rodape Pinho 5x2,m,02 - Materiais,02.039 - Revestimentos
2076,Ladrilho Hidraulico 20x20,m2,02 - Materiais,02.039 - Revestimentos
2078,Pingadeira Vermelha Para Soleira / Peitoril 25cm,un,02 - Materiais,02.039 - Revestimentos
2081,Respaldo Para Carpete em Fita Metalica Colocado,m,02 - Materiais,02.039 - Revestimentos
2082,Pedra Regular 20x20x40,un,02 - Materiais,02.039 - Revestimentos
2086,Pedra Para Lixar Piso Alta Resistencia,un,02 - Materiais,02.039 - Revestimentos
2087,Basalto Regular,m2,02 - Materiais,02.039 - Revestimentos
2088,Madeira de Lei,m,02 - Materiais,02.039 - Revestimentos
2090,Ceramica Para Cozinha,m2,02 - Materiais,02.039 - Revestimentos
2094,Piso Ceramico,m2,02 - Materiais,02.039 - Revestimentos
429,Trava Para Porta,un,02 - Materiais,02.009 - Fechaduras e Ferragens
880,Ferragem Para Estrutura de Madeira,kg,02 - Materiais,02.009 - Fechaduras e Ferragens
1065,Cadeado 35mm,un,02 - Materiais,02.009 - Fechaduras e Ferragens
1323,Ferragem Para Porta Vidro Temperado,un,02 - Materiais,02.009 - Fechaduras e Ferragens
1346,"Dobradica 4""x2.1/2""",un,02 - Materiais,02.009 - Fechaduras e Ferragens
1359,Cadeado e Dobradica,un,02 - Materiais,02.009 - Fechaduras e Ferragens
1369,Fecho de Alavanca - 40cm,un,02 - Materiais,02.009 - Fechaduras e Ferragens
1717,Fechadura Embutir Interna Completa,un,02 - Materiais,02.009 - Fechaduras e Ferragens
1720,Fecho,cj,02 - Materiais,02.009 - Fechaduras e Ferragens
1723,Dobradica,un,02 - Materiais,02.009 - Fechaduras e Ferragens
1734,Ferragem Para Porta Tipo Balcao,un,02 - Materiais,02.009 - Fechaduras e Ferragens
1752,Fechadura Embutir Externa com Cilindro,un,02 - Materiais,02.009 - Fechaduras e Ferragens
1754,Fechadura Embutir Para Banheiro,un,02 - Materiais,02.009 - Fechaduras e Ferragens
1756,Trilho Para Porta de Correr,un,02 - Materiais,02.009 - Fechaduras e Ferragens
1757,Concha Para Porta de Correr,un,02 - Materiais,02.009 - Fechaduras e Ferragens
1761,Ferragem Janela Basculante,un,02 - Materiais,02.009 - Fechaduras e Ferragens
1832,Ferragem de Janela,cj,02 - Materiais,02.009 - Fechaduras e Ferragens
433,Enxada Sul,un,02 - Materiais,02.035 - Ferramentas
434,Pa Para Ajuntamento Comun com Cabo,un,02 - Materiais,02.035 - Ferramentas
441,Pa,un,02 - Materiais,02.035 - Ferramentas
469,Peneira,un,02 - Materiais,02.035 - Ferramentas
461,Corrimao de Madeira Fixo em Parede,m,02 - Materiais,02.040 - Corrimão
462,Corrimao de Madeira Mon.c/120 Prancha 0.30,m,02 - Materiais,02.040 - Corrimão
515,Cera Gioca 1x4 amarela,un,02 - Materiais,02.019 - Limpeza
518,Thinner do Lar (Para Limpeza de Aluminio),l,02 - Materiais,02.019 - Limpeza
1679,Cera Assoalho / Porta (450g),un,02 - Materiais,02.019 - Limpeza
2061,Acido Muriatico 1L,l,02 - Materiais,02.019 - Limpeza
2080,Amoniaco 1L,l,02 - Materiais,02.019 - Limpeza
519,Cumeeira de Aluminio,un,02 - Materiais,02.016 - Coberturas e Acessórios
610,Goivo Barro Para Telha Francesa,un,02 - Materiais,02.016 - Coberturas e Acessórios
698,Telha Canalete 49cm,m2,02 - Materiais,02.016 - Coberturas e Acessórios
767,"Cobertura Aluminio 0,5mm Trapezoidal",m2,02 - Materiais,02.016 - Coberturas e Acessórios
785,Pingadeira Sobre-Parede Corte 25 Colocado,m,02 - Materiais,02.016 - Coberturas e Acessórios
826,Prego Aco Zincado com Arruela,un,02 - Materiais,02.016 - Coberturas e Acessórios
830,Conjunto Vedacao Aluminio,un,02 - Materiais,02.016 - Coberturas e Acessórios
845,"Bucha e Arruela de Aluminio 2""",un,02 - Materiais,02.016 - Coberturas e Acessórios
846,"Bucha e Arruela de Aluminio 2""",un,02 - Materiais,02.016 - Coberturas e Acessórios
1082,Sistema Gethal - Viga Trelica,m,02 - Materiais,02.016 - Coberturas e Acessórios
1133,Telha Aco Zincado Pintada com Acessorios Colocada,m2,02 - Materiais,02.016 - Coberturas e Acessórios
1135,Telha Aco Zincado Ondulada,m2,02 - Materiais,02.016 - Coberturas e Acessórios
1136,Telha Aco Zincado Trapezoidal,m2,02 - Materiais,02.016 - Coberturas e Acessórios
1141,"Telha de Aluminio Ondulada 0,7mm",m2,02 - Materiais,02.016 - Coberturas e Acessórios
1143,"Telha de Aluminio Ondulada 0,8mm",m2,02 - Materiais,02.016 - Coberturas e Acessórios
1146,Telha Ceramica Alema,m2,02 - Materiais,02.016 - Coberturas e Acessórios
1148,Telha Ceramica Francesa,m2,02 - Materiais,02.016 - Coberturas e Acessórios
1149,Telha Ceramica Plan,m2,02 - Materiais,02.016 - Coberturas e Acessórios
1150,Telha Ceramica Romana,m2,02 - Materiais,02.016 - Coberturas e Acessórios
1184,Telha Fibrocimento Ondulada 4mm Vogatex,m,02 - Materiais,02.016 - Coberturas e Acessórios
1185,Arruela Plastica 4x16,un,02 - Materiais,02.016 - Coberturas e Acessórios
1186,Telha Fibrocimento Ondulada 5mm,m2,02 - Materiais,02.016 - Coberturas e Acessórios
1187,Parafuso 5/16x110 com Arruela de Chumbo,un,02 - Materiais,02.016 - Coberturas e Acessórios
1188,Telha Fibrocimento Ondulada 6mm,m2,02 - Materiais,02.016 - Coberturas e Acessórios
1190,Conjunto de Vedacao Plastica,un,02 - Materiais,02.016 - Coberturas e Acessórios
1200,Telha Fibrocimento Kalheta 8mm,m2,02 - Materiais,02.016 - Coberturas e Acessórios
1221,Telha Fibrocimento Kalhetao 8mm,m2,02 - Materiais,02.016 - Coberturas e Acessórios
1222,Afastador Para Telha Fibrocimento,un,02 - Materiais,02.016 - Coberturas e Acessórios
1223,Fixador de Abas Simples,un,02 - Materiais,02.016 - Coberturas e Acessórios
1225,Contra Rufo Aluminio Corte 30cm,m,02 - Materiais,02.016 - Coberturas e Acessórios
1226,Contra Rufo de Aluminio Corte 50cm,m,02 - Materiais,02.016 - Coberturas e Acessórios
1227,Cumeeira Fibrocimento Kalheta 8mm,un,02 - Materiais,02.016 - Coberturas e Acessórios
1228,Cumeeira Fibrocimento Kalhetao 8mm,un,02 - Materiais,02.016 - Coberturas e Acessórios
1229,Telha Poliester Ondulada,m2,02 - Materiais,02.016 - Coberturas e Acessórios
1230,Arruela PVC Rigido,un,02 - Materiais,02.016 - Coberturas e Acessórios
1231,Telha Termoacustica,m2,02 - Materiais,02.016 - Coberturas e Acessórios
1232,Cumeeira PVC Rigido Perfil Greca,un,02 - Materiais,02.016 - Coberturas e Acessórios
1233,Cumeeira PVC Rigido Perfil Fibrocimento,un,02 - Materiais,02.016 - Coberturas e Acessórios
1234,Placas Ventilacao Para Telha Fibrocimento,un,02 - Materiais,02.016 - Coberturas e Acessórios
1287,Telha PVC Rigido Ondulada,m2,02 - Materiais,02.016 - Coberturas e Acessórios
1307,Cumeeira Aco Zincado,m,02 - Materiais,02.016 - Coberturas e Acessórios
1320,Cumeeira Espigao Fibrocimento,m,02 - Materiais,02.016 - Coberturas e Acessórios
1321,Cumeeira Fibrocimento Articulada 4mm Vogatex,m,02 - Materiais,02.016 - Coberturas e Acessórios
1324,Cumeeira Fibrocimento 8mm,m,02 - Materiais,02.016 - Coberturas e Acessórios
1437,Tampao Canalete,un,02 - Materiais,02.016 - Coberturas e Acessórios
1439,Rufo Canalete,un,02 - Materiais,02.016 - Coberturas e Acessórios
1531,Massa Calafetar 35G,kg,02 - Materiais,02.016 - Coberturas e Acessórios
1879,Telha Galvanizada,un,02 - Materiais,02.016 - Coberturas e Acessórios
2001,Pingadeira Vermelha Para Soleira com Peitoril 15cm,un,02 - Materiais,02.016 - Coberturas e Acessórios
2091,Telha Aco Galvanizada,m2,02 - Materiais,02.016 - Coberturas e Acessórios
2100,Telha Fibrocimento 4mm-50x150,m2,02 - Materiais,02.016 - Coberturas e Acessórios
2101,Telha Fibrocimento Ondulada 8mm,m2,02 - Materiais,02.016 - Coberturas e Acessórios
2102,Acessorios Fixacao Fibrocimento 8mm,m2,02 - Materiais,02.016 - Coberturas e Acessórios
2103,Telha Canalete 90cm,m2,02 - Materiais,02.016 - Coberturas e Acessórios
2104,Acessorios Fixacao de Canalete 90,m2,02 - Materiais,02.016 - Coberturas e Acessórios
2105,Rufos Metalicos Colocados,m,02 - Materiais,02.016 - Coberturas e Acessórios
2109,Telha Fibrocimento,m2,02 - Materiais,02.016 - Coberturas e Acessórios
2110,Telha Fibrocimento Ondulada 5mm,m2,02 - Materiais,02.016 - Coberturas e Acessórios
2112,Rufos Fibrocimento 6mm,m,02 - Materiais,02.016 - Coberturas e Acessórios
2113,Cumeeira Fibrocimento 6mm,m,02 - Materiais,02.016 - Coberturas e Acessórios
2115,Acessorios Fixacao Telha Fibrocimento 5mm,m2,02 - Materiais,02.016 - Coberturas e Acessórios
2117,Acessorio Fixacao Canalete 49,m2,02 - Materiais,02.016 - Coberturas e Acessórios
2119,Acessorios Fixacao Rufos Fibrocimento,m,02 - Materiais,02.016 - Coberturas e Acessórios
2120,Acessorios Fixacao Cumeeira Fibrocimento,m,02 - Materiais,02.016 - Coberturas e Acessórios
2123,Barrote 8x12,m,02 - Materiais,02.016 - Coberturas e Acessórios
2126,Telha Poliester com Fibra de Vidro,m2,02 - Materiais,02.016 - Coberturas e Acessórios
2127,Caibros,m,02 - Materiais,02.016 - Coberturas e Acessórios
2128,Ripas,m,02 - Materiais,02.016 - Coberturas e Acessórios
2129,Telha Romana,un,02 - Materiais,02.016 - Coberturas e Acessórios
2130,Telha Francesa,un,02 - Materiais,02.016 - Coberturas e Acessórios
2131,Telha Paulista,un,02 - Materiais,02.016 - Coberturas e Acessórios
2132,Cumeeira Ceramica,un,02 - Materiais,02.016 - Coberturas e Acessórios
2133,Telha Colonial,un,02 - Materiais,02.016 - Coberturas e Acessórios
2134,Telha de Concreto,un,02 - Materiais,02.016 - Coberturas e Acessórios
2135,Cumeeira de Concreto,un,02 - Materiais,02.016 - Coberturas e Acessórios
2136,Espelho Para Beiral de Cobertura h=15cm,m,02 - Materiais,02.016 - Coberturas e Acessórios
2138,Telha Aluminio Ondulada 0.5mm(1.8kg/m2),kg,02 - Materiais,02.016 - Coberturas e Acessórios
2139,Cumeeira Lanternim Fibrocimento,un,02 - Materiais,02.016 - Coberturas e Acessórios
2140,Arruela Inox Para Telha Fibrocimento,un,02 - Materiais,02.016 - Coberturas e Acessórios
523,Captor Franklin,un,02 - Materiais,02.036 - Para Raio
525,Sinalizador de Obstaculos,un,02 - Materiais,02.036 - Para Raio
526,Conjunto de Contraventagem,un,02 - Materiais,02.036 - Para Raio
527,Suporte Isolador com Reforco,un,02 - Materiais,02.036 - Para Raio
528,Suporte Isolador Simples Para Mastro,un,02 - Materiais,02.036 - Para Raio
529,Suporte Isolador com Reforco Para Mastro,un,02 - Materiais,02.036 - Para Raio
530,Suporte Isolador Simples,un,02 - Materiais,02.036 - Para Raio
925,Para Raio de Rede Tipo Valvula 25KV,un,02 - Materiais,02.036 - Para Raio
1485,Para-Raio Franklin,un,02 - Materiais,02.036 - Para Raio
524,"Tubo Ferro Galvanizado3 2""",m,02 - Materiais,02.025 - Tubos e Conexões Galvanizadas
562,"Luva Galvanizada 2""",un,02 - Materiais,02.025 - Tubos e Conexões Galvanizadas
1299,"Tubo Ferro Galvanizado com Costura 1.1/4""",m,02 - Materiais,02.025 - Tubos e Conexões Galvanizadas
1300,"Cotovelo 90 Ferro Galvanizado 1.1/4""",un,02 - Materiais,02.025 - Tubos e Conexões Galvanizadas
1308,"Te 90 Ferro Galvanizado 1.1/4""",un,02 - Materiais,02.025 - Tubos e Conexões Galvanizadas
1309,"Cruzeta Ferro Galvanizado 1.1/4""",un,02 - Materiais,02.025 - Tubos e Conexões Galvanizadas
1310,"Flange Ferro Galvanizado 1.1/4""",un,02 - Materiais,02.025 - Tubos e Conexões Galvanizadas
1494,Cano de Sustentacao,m,02 - Materiais,02.025 - Tubos e Conexões Galvanizadas
1884,"Pontalete Galvanizado 1.1/2""x2,0m",un,02 - Materiais,02.025 - Tubos e Conexões Galvanizadas
1915,"Conexoes Ferro Galvanizado 2,5""",m,02 - Materiais,02.025 - Tubos e Conexões Galvanizadas
1918,"Tubo Ferro Galvanizado 2.1/2""",m,02 - Materiais,02.025 - Tubos e Conexões Galvanizadas
555,Po Impermeabilizante n.2 20 kg,un,02 - Materiais,02.011 - Impermeabilização
828,Expansor - Aditivo em Po,kg,02 - Materiais,02.011 - Impermeabilização
833,Argamassa Polimerica (Denvertec 100),kg,02 - Materiais,02.011 - Impermeabilização
904,Denverlit Cinza,kg,02 - Materiais,02.011 - Impermeabilização
905,Denverfix,kg,02 - Materiais,02.011 - Impermeabilização
909,Denverseal,kg,02 - Materiais,02.011 - Impermeabilização
910,Denverjunta,m2,02 - Materiais,02.011 - Impermeabilização
911,Denverfrigor,m2,02 - Materiais,02.011 - Impermeabilização
912,Denvercril E,m2,02 - Materiais,02.011 - Impermeabilização
928,Denversol,kg,02 - Materiais,02.011 - Impermeabilização
1015,Manta de Bidim,kg,02 - Materiais,02.011 - Impermeabilização
1027,Bianco,kg,02 - Materiais,02.011 - Impermeabilização
1045,Espuma (Neopor),l,02 - Materiais,02.011 - Impermeabilização
1047,Manta de Densidade = 1.2,m3,02 - Materiais,02.011 - Impermeabilização
1062,Denverlastic,kg,02 - Materiais,02.011 - Impermeabilização
1067,Denverlastic Primer,kg,02 - Materiais,02.011 - Impermeabilização
1111,Sika-1,kg,02 - Materiais,02.011 - Impermeabilização
1242,Sika Aer,kg,02 - Materiais,02.011 - Impermeabilização
1243,Plastiment VZ,kg,02 - Materiais,02.011 - Impermeabilização
1244,Sika 4A,kg,02 - Materiais,02.011 - Impermeabilização
1343,Tela Microtex Malha Quadrada 1mm,m2,02 - Materiais,02.011 - Impermeabilização
1371,Denverglass 3mm,m2,02 - Materiais,02.011 - Impermeabilização
1374,Denvermanta 3mm,m2,02 - Materiais,02.011 - Impermeabilização
1376,Denverpren II,kg,02 - Materiais,02.011 - Impermeabilização
1379,Denvermanta 4mm,m2,02 - Materiais,02.011 - Impermeabilização
1381,Denvermanta Jardim,m2,02 - Materiais,02.011 - Impermeabilização
1384,Denverflex TX,kg,02 - Materiais,02.011 - Impermeabilização
1386,Denverplast Incolor,kg,02 - Materiais,02.011 - Impermeabilização
1388,Denvermanta Cor,m2,02 - Materiais,02.011 - Impermeabilização
1397,Denvermanta 5mm,m2,02 - Materiais,02.011 - Impermeabilização
1401,Impermeabilizacao (Sika 1 Saco 1kg),kg,02 - Materiais,02.011 - Impermeabilização
1402,Tinta Asfaltica (Igol 5kg),kg,02 - Materiais,02.011 - Impermeabilização
1404,Frio Asfalto,kg,02 - Materiais,02.011 - Impermeabilização
1405,Feltro Asfaltico,m2,02 - Materiais,02.011 - Impermeabilização
1409,Vedaprem Branco,kg,02 - Materiais,02.011 - Impermeabilização
1410,Denver Cor,kg,02 - Materiais,02.011 - Impermeabilização
1411,Sika Fix,kg,02 - Materiais,02.011 - Impermeabilização
1418,Denverniz,l,02 - Materiais,02.011 - Impermeabilização
1424,Denverniz PU,l,02 - Materiais,02.011 - Impermeabilização
1427,Denverpoxi Piso,l,02 - Materiais,02.011 - Impermeabilização
1428,Denver PU,l,02 - Materiais,02.011 - Impermeabilização
1429,Denverpren Arq,l,02 - Materiais,02.011 - Impermeabilização
1430,Denverpiso PU,l,02 - Materiais,02.011 - Impermeabilização
1433,Lp 54,l,02 - Materiais,02.011 - Impermeabilização
1516,Denverpren III,kg,02 - Materiais,02.011 - Impermeabilização
1517,Alcatrao,l,02 - Materiais,02.011 - Impermeabilização
1518,Denver HR,l,02 - Materiais,02.011 - Impermeabilização
1584,Isopor 20mm,m2,02 - Materiais,02.011 - Impermeabilização
1585,Neoprene,m2,02 - Materiais,02.011 - Impermeabilização
1660,Impermeabilizacao Acrilico Suviflex,l,02 - Materiais,02.011 - Impermeabilização
1669,Imunizante Liquido (Pentox 5L),l,02 - Materiais,02.011 - Impermeabilização
1851,Sikadur 31,kg,02 - Materiais,02.011 - Impermeabilização
1852,Sikaflex 1a,m,02 - Materiais,02.011 - Impermeabilização
2060,Manta Vinilica 0.90 Largura,m2,02 - Materiais,02.011 - Impermeabilização
2124,Sikaflex 11-fc,kg,02 - Materiais,02.011 - Impermeabilização
570,Tubo Cobre Cl. A 5m 15 (0.281Kg/m),m,02 - Materiais,02.024 - Tubulação para Gás
575,Tubo Cobre Cl.A 5m 22 (0.533Kg/m),m,02 - Materiais,02.024 - Tubulação para Gás
578,Tubo Cobre Cl. A 5m 28 (0.685Kg/m),m,02 - Materiais,02.024 - Tubulação para Gás
579,Tubo Cobre Cl A 5m 35 (1.047Kg/m),m,02 - Materiais,02.024 - Tubulação para Gás
580,Tubo Cobre Cl. A 5m 42 (1.264Kg/m),m,02 - Materiais,02.024 - Tubulação para Gás
581,Tubo Cobre Cl. A 5m 54 (1.780Kg/m),m,02 - Materiais,02.024 - Tubulação para Gás
582,Tubo Cobre Cl. E 5m 15 (0.203Kg/m),m,02 - Materiais,02.024 - Tubulação para Gás
583,Tubo Cobre Cl. E 5m 22 (0.360Kg/m),m,02 - Materiais,02.024 - Tubulação para Gás
597,Tubo Cobre Cl. E 5m 28 (0.462Kg/M),m,02 - Materiais,02.024 - Tubulação para Gás
599,Tubo Cobre Cl. E 5m 42 (0.927Kg/m),m,02 - Materiais,02.024 - Tubulação para Gás
601,Tubo Cobre Cl. E 5m 54 (l.343kg/m),m,02 - Materiais,02.024 - Tubulação para Gás
602,Tubo Cobre Cl. E 5m 66 (2.209kg/m),m,02 - Materiais,02.024 - Tubulação para Gás
682,"Conector Reducao Bronze 15x1/2""",un,02 - Materiais,02.024 - Tubulação para Gás
683,"Conector Reducao Bronze 22x3/4""",un,02 - Materiais,02.024 - Tubulação para Gás
684,Joelho 90 Bronze 42mm,un,02 - Materiais,02.024 - Tubulação para Gás
686,"Joelho 90 Roscavel Bronze 15x1/2""",un,02 - Materiais,02.024 - Tubulação para Gás
687,Luva Bronze 42mm,un,02 - Materiais,02.024 - Tubulação para Gás
688,Te Bronze 15x1/2x15,un,02 - Materiais,02.024 - Tubulação para Gás
690,Te Bronze 22x1/2x22,un,02 - Materiais,02.024 - Tubulação para Gás
691,Te Bronze 22x3/4x22,un,02 - Materiais,02.024 - Tubulação para Gás
692,Te Bronze 15 Misturador,un,02 - Materiais,02.024 - Tubulação para Gás
693,Te Bronze 22 Misturador,un,02 - Materiais,02.024 - Tubulação para Gás
694,Uniao Bronze 15mm,un,02 - Materiais,02.024 - Tubulação para Gás
695,Uniao Bronze 22mm,un,02 - Materiais,02.024 - Tubulação para Gás
696,Uniao Bronze 28mm,un,02 - Materiais,02.024 - Tubulação para Gás
697,Bucha Cobre 22x15mm,un,02 - Materiais,02.024 - Tubulação para Gás
699,Bucha Cobre 28x15mm,un,02 - Materiais,02.024 - Tubulação para Gás
700,Bucha Cobre 28x22mm,un,02 - Materiais,02.024 - Tubulação para Gás
701,Bucha de Cobre 35x15mm,un,02 - Materiais,02.024 - Tubulação para Gás
702,Bucha de Cobre 35x22mm,un,02 - Materiais,02.024 - Tubulação para Gás
703,Bucha de Cobre 35x28mm,un,02 - Materiais,02.024 - Tubulação para Gás
704,Bucha de Cobre 42x15mm,un,02 - Materiais,02.024 - Tubulação para Gás
710,Bucha de Cobre 42x22mm,un,02 - Materiais,02.024 - Tubulação para Gás
711,Bucha de Cobre 42x28mm,un,02 - Materiais,02.024 - Tubulação para Gás
712,Bucha de Cobre 42x35mm,un,02 - Materiais,02.024 - Tubulação para Gás
714,Conector de Cobre 28mm,un,02 - Materiais,02.024 - Tubulação para Gás
715,Conector de Cobre 35mm,un,02 - Materiais,02.024 - Tubulação para Gás
716,Conector de Cobre 42mm,un,02 - Materiais,02.024 - Tubulação para Gás
717,Conector de Cobre 54mm,un,02 - Materiais,02.024 - Tubulação para Gás
718,Cotovelo de Cobre 15mm,un,02 - Materiais,02.024 - Tubulação para Gás
719,Cotovelo de Cobre 22mm,un,02 - Materiais,02.024 - Tubulação para Gás
720,Cotovelo de Cobre 28mm,un,02 - Materiais,02.024 - Tubulação para Gás
721,Cotovelo de Cobre 35mm,un,02 - Materiais,02.024 - Tubulação para Gás
722,Curva 45 de Cobre 15mm,un,02 - Materiais,02.024 - Tubulação para Gás
723,Curva 45 de Cobre 22mm,un,02 - Materiais,02.024 - Tubulação para Gás
724,Curva 45 de Cobre 28mm,un,02 - Materiais,02.024 - Tubulação para Gás
741,Flange de Cobre 15mm,un,02 - Materiais,02.024 - Tubulação para Gás
742,Flange de Cobre 22mm,un,02 - Materiais,02.024 - Tubulação para Gás
743,Flange de Cobre 28mm,un,02 - Materiais,02.024 - Tubulação para Gás
744,Flange de Cobre 35mm,un,02 - Materiais,02.024 - Tubulação para Gás
745,Flange de Cobre 42mm,un,02 - Materiais,02.024 - Tubulação para Gás
746,Flange de Cobre 54mm,un,02 - Materiais,02.024 - Tubulação para Gás
747,Te de Cobre 15mm,un,02 - Materiais,02.024 - Tubulação para Gás
748,Te de Cobre 22mm,un,02 - Materiais,02.024 - Tubulação para Gás
749,Te de Cobre 28mm,un,02 - Materiais,02.024 - Tubulação para Gás
750,Te Reducao Cobre 28x22mm,un,02 - Materiais,02.024 - Tubulação para Gás
