codigo,descricao,unidade,grupo_macro,subgrupo
1826,Caixilho Aluminio 3 Folhas Arc. Linha 200,m2,02 - Materiais,02.006 - Esquadrias de Alumínio
1827,Caixilho Aluminio Correr Arc. Linha 200,m2,02 - Materiais,02.006 - Esquadrias de Alumínio
1828,Caixilho Aluminio Maxim-ar Arc. Linha 200,m2,02 - Materiais,02.006 - Esquadrias de Alumínio
1829,Caixilho Aluminio com Porta Arc. Linha 400,m2,02 - Materiais,02.006 - Esquadrias de Alumínio
1834,Peitoril Aluminio,m2,02 - Materiais,02.006 - Esquadrias de Alumínio
1835,Caixilho Aluminio Basculante,m2,02 - Materiais,02.006 - Esquadrias de Alumínio
1850,Pingadeira de Aluminio,m,02 - Materiais,02.006 - Esquadrias de Alumínio
1279,"Batente de Ferro 0,60x1,60m",un,02 - Materiais,02.007 - Esquadrias de Ferro
1284,"Batente de Ferro 0,60x2,10m",un,02 - Materiais,02.007 - Esquadrias de Ferro
1293,"Batente de Ferro 0,80x2,10m",un,02 - Materiais,02.007 - Esquadrias de Ferro
1298,Grade Pantografica,m2,02 - Materiais,02.007 - Esquadrias de Ferro
1313,"Grade de Ferro Chato 5/8""",m2,02 - Materiais,02.007 - Esquadrias de Ferro
1322,Grade de Ferro Para Cercas,m2,02 - Materiais,02.007 - Esquadrias de Ferro
1338,Caixilho Ferro Basculante,m2,02 - Materiais,02.007 - Esquadrias de Ferro
1339,Janela de Ferro Caixilho Correr,m2,02 - Materiais,02.007 - Esquadrias de Ferro
1340,Janela Ferro Correr Veneziana,m2,02 - Materiais,02.007 - Esquadrias de Ferro
1341,Caixilho Ferro Fixo,m2,02 - Materiais,02.007 - Esquadrias de Ferro
1342,Janela de Ferro Caixilho Maxim-ar,m2,02 - Materiais,02.007 - Esquadrias de Ferro
1344,Janela Ferro Veneziana Fixa,m2,02 - Materiais,02.007 - Esquadrias de Ferro
1345,Janela Ferro Veneziana Abrir,m2,02 - Materiais,02.007 - Esquadrias de Ferro
1349,Folha Porta Ferro Correr Tipo Caixilho,m2,02 - Materiais,02.007 - Esquadrias de Ferro
1357,"Folha Porta Corta Fogo 0,90x2,10m",un,02 - Materiais,02.007 - Esquadrias de Ferro
1358,"Batente de Ferro 0,90x2,10",un,02 - Materiais,02.007 - Esquadrias de Ferro
1360,Folha Porta Aco Enrolar Tiras Articuladas,m2,02 - Materiais,02.007 - Esquadrias de Ferro
1361,Folha Porta Ferro Abrir 1 Chapa,m2,02 - Materiais,02.007 - Esquadrias de Ferro
1362,Folha Porta Ferro Abrir 2 Chapas,m2,02 - Materiais,02.007 - Esquadrias de Ferro
1368,Portao Ferro Para Carros,m2,02 - Materiais,02.007 - Esquadrias de Ferro
1436,Persianas,m,02 - Materiais,02.007 - Esquadrias de Ferro
1565,Batente Para Elevador,par,02 - Materiais,02.007 - Esquadrias de Ferro
1702,Batente Metalico,m,02 - Materiais,02.007 - Esquadrias de Ferro
1719,Folha Porta Corta Fogo Colocada,un,02 - Materiais,02.007 - Esquadrias de Ferro
1743,"Batente de Ferro 0,60x2,70m",un,02 - Materiais,02.007 - Esquadrias de Ferro
1750,Folha Porta Revestida Chumbo cpl0 72x2.11,un,02 - Materiais,02.007 - Esquadrias de Ferro
1751,Folha Porta Revestida Chumbo cpl1 22x2.11,un,02 - Materiais,02.007 - Esquadrias de Ferro
1803,Caixilho Ferro Maxim-ar,m2,02 - Materiais,02.007 - Esquadrias de Ferro
1804,Persiana de Enrolar Colocada,m2,02 - Materiais,02.007 - Esquadrias de Ferro
1805,Caixilho Ferro Basculante ou Fixo,m2,02 - Materiais,02.007 - Esquadrias de Ferro
1806,Caixilho Ferro Correr 3 Folhas,m2,02 - Materiais,02.007 - Esquadrias de Ferro
1807,Contra-Marco,m2,02 - Materiais,02.007 - Esquadrias de Ferro
1812,Corrimao Escada Ferro,m,02 - Materiais,02.007 - Esquadrias de Ferro
1813,Folha Porta Ferro Completa,un,02 - Materiais,02.007 - Esquadrias de Ferro
1814,Gradil de Ferro,m2,02 - Materiais,02.007 - Esquadrias de Ferro
1815,Folha Porta Enrolar Completa Colocada,m2,02 - Materiais,02.007 - Esquadrias de Ferro
1818,Caixilho Ferro Correr Para Vidro,m2,02 - Materiais,02.007 - Esquadrias de Ferro
1819,Folha Porta Ferro c/ Persiana Plast. 2 Caix.Correr,m2,02 - Materiais,02.007 - Esquadrias de Ferro
1820,Janela Ferro Persiana Plastica 2 Caixilho Aluminio,m2,02 - Materiais,02.007 - Esquadrias de Ferro
1821,Janela Maxim-ar Mista Aluminio - Ferro,m2,02 - Materiais,02.007 - Esquadrias de Ferro
1836,Grade Protecao de Ferro,m2,02 - Materiais,02.007 - Esquadrias de Ferro
1837,Cantoneira de Ferro,m,02 - Materiais,02.007 - Esquadrias de Ferro
1838,Caixilho Ferro com Porta,m2,02 - Materiais,02.007 - Esquadrias de Ferro
1839,Caixilho Correr com Veneziana Ferro,m2,02 - Materiais,02.007 - Esquadrias de Ferro
1842,Escada Caracol Colocada Diametro = 1.4m,m,02 - Materiais,02.007 - Esquadrias de Ferro
1844,Folha Porta de Ferro Abrir,m2,02 - Materiais,02.007 - Esquadrias de Ferro
1846,Caixa Para Esconder Grade Enrolar,m,02 - Materiais,02.007 - Esquadrias de Ferro
1329,Caibro Madeira 8/8 (0.0064 m3),m,02 - Materiais,02.044 - Madeira para Telhado
1330,Caibrinho Madeira 5/8 (0.004 m3),m,02 - Materiais,02.044 - Madeira para Telhado
1331,"Guia Madeira 2,5/15 (0.0038 m3)",m,02 - Materiais,02.044 - Madeira para Telhado
2024,Caibros Peroba 5x5,m,02 - Materiais,02.044 - Madeira para Telhado
2107,Viga 6x16,m,02 - Materiais,02.044 - Madeira para Telhado
2108,Vigas Peroba 6x12,m,02 - Materiais,02.044 - Madeira para Telhado
1438,Urbanizacao de Jardins,vb,02 - Materiais,02.012 - Jardinagem
1554,Grama,m2,02 - Materiais,02.012 - Jardinagem
1555,Terra Para Aterro Comprado,m3,02 - Materiais,02.012 - Jardinagem
1556,Grama em Mudas Aplicada,m2,02 - Materiais,02.012 - Jardinagem
1557,Terra Vegetal,m3,02 - Materiais,02.012 - Jardinagem
1562,Mudas,un,02 - Materiais,02.012 - Jardinagem
1563,Jardins,m2,02 - Materiais,02.012 - Jardinagem
1564,Gramados,m2,02 - Materiais,02.012 - Jardinagem
1623,Terra Refrataria,kg,02 - Materiais,02.012 - Jardinagem
1907,Massa Pronta,m3,02 - Materiais,02.028 - Argamassa
1908,Massa Raspada,kg,02 - Materiais,02.028 - Argamassa
2055,Argamassa Britada Aplicada,m3,02 - Materiais,02.028 - Argamassa
1933,Tubo Concreto Simples 30cm,m,02 - Materiais,02.026 - Tubo Concreto e Manilha
4653,Aluguel de Veículos,h,03 - Equipamentos de Obra,03.001 - Equipamentos Aluguel
4654,Locação de Escoramento Lajes,m2,03 - Equipamentos de Obra,03.001 - Equipamentos Aluguel
4655,Locação Torre de Encaixe,m2,03 - Equipamentos de Obra,03.001 - Equipamentos Aluguel
4666,Retroescavadeira,un,03 - Equipamentos de Obra,03.001 - Equipamentos Aluguel
4656,Carro Argamassa Iany  Roda Camara 225,un,03 - Equipamentos de Obra,03.002 - Equipamentos Próprios
4657,Borracha Porta 31-1608,un,03 - Equipamentos de Obra,03.002 - Equipamentos Próprios
4658,Baliza Para Voleibol,un,03 - Equipamentos de Obra,03.003 - Equipamentos Esportivos e Recreativos
4659,Rede Para Voleibol,un,03 - Equipamentos de Obra,03.003 - Equipamentos Esportivos e Recreativos
4660,Trave Para Futebol de Salão,un,03 - Equipamentos de Obra,03.003 - Equipamentos Esportivos e Recreativos
4661,Rede Para Futebol de Salão,un,03 - Equipamentos de Obra,03.003 - Equipamentos Esportivos e Recreativos
4662,Estrutura Metalica Movel Para Basquete,un,03 - Equipamentos de Obra,03.003 - Equipamentos Esportivos e Recreativos
4667,"Abraçadeira 250x4,8mm",un,05 - PÓS OBRA,05.001 - ASSISTÊNCIA TÉCNICA
4668,Caixa Sifonada 100x100 PVC,pc,05 - PÓS OBRA,05.001 - ASSISTÊNCIA TÉCNICA
4669,SERRA,pc,05 - PÓS OBRA,05.001 - ASSISTÊNCIA TÉCNICA
4673,Elaboração do Manual do Proprietário e das Áreas Comuns,vb,05 - PÓS OBRA,05.001 - ASSISTÊNCIA TÉCNICA
4682,Mesa reunião diretoria,un,06 - ATIVOS,06.002 - Móveis e utensílios
