codigo,descricao,ref_grupo,grupo,cod_conta,conta_financeira,unidade
8189,Serra copo,4,"Máquinas, Equipamentos e Ferramentas",2.01.07.01,Insumos Aplicados à Obra,un
8524,Rolo para pintura,4,"Máquinas, Equipamentos e Ferramentas",2.01.08.05,Serviços e Materiais de Consumo e Conserv (Obra),un
8525,Pincel,4,"Máquinas, Equipamentos e Ferramentas",2.01.08.05,Serviços e Materiais de Consumo e Conserv (Obra),un
8528,Trincha,4,"Máquinas, Equipamentos e Ferramentas",2.01.08.05,Serviços e Materiais de Consumo e Conserv (Obra),un
8549,Chave,4,"Máquinas, Equipamentos e Ferramentas",2.01.08.05,Serviços e Materiais de Consumo e Conserv (Obra),un
8552,Kit de reparo para pneus com macarrão,4,"Máquinas, Equipamentos e Ferramentas",2.01.08.05,Serviços e Materiais de Consumo e Conserv (Obra),un
8554,Morsa,4,"Máquinas, Equipamentos e Ferramentas",2.01.08.05,Serviços e Materiais de Consumo e Conserv (Obra),un
8555,Moto esmeril,4,"Máquinas, Equipamentos e Ferramentas",2.01.08.05,Serviços e Materiais de Consumo e Conserv (Obra),un
8569,Mangueira,4,"Máquinas, Equipamentos e Ferramentas",2.01.07.01,Insumos Aplicados à Obra,m
8612,Esmerilhadeira,4,"Máquinas, Equipamentos e Ferramentas",2.01.08.05,Serviços e Materiais de Consumo e Conserv (Obra),h
8725,Gancho para tubos de concreto,4,"Máquinas, Equipamentos e Ferramentas",2.01.07.01,Insumos Aplicados à Obra,un
9608,Vassoura,4,"Máquinas, Equipamentos e Ferramentas",2.01.08.05,Serviços e Materiais de Consumo e Conserv (Obra),un
9609,Fio Nylon,4,"Máquinas, Equipamentos e Ferramentas",2.01.08.05,Serviços e Materiais de Consumo e Conserv (Obra),rol
9620,Pluviômetro,4,"Máquinas, Equipamentos e Ferramentas",2.01.07.01,Insumos Aplicados à Obra,un
9694,Tarracha para Tubo em Pvc,4,"Máquinas, Equipamentos e Ferramentas",2.01.08.05,Serviços e Materiais de Consumo e Conserv (Obra),jg
9773,Talha Manual ,4,"Máquinas, Equipamentos e Ferramentas",2.01.08.05,Serviços e Materiais de Consumo e Conserv (Obra),vb
9813,Makita,4,"Máquinas, Equipamentos e Ferramentas",2.01.08.05,Serviços e Materiais de Consumo e Conserv (Obra),un
9888,Broxa para pintura,4,"Máquinas, Equipamentos e Ferramentas",2.01.08.05,Serviços e Materiais de Consumo e Conserv (Obra),un
10085,Guarda-sol,4,"Máquinas, Equipamentos e Ferramentas",2.01.07.01,Insumos Aplicados à Obra,un
10127,Engraxadora,4,"Máquinas, Equipamentos e Ferramentas",2.05.02,Aquisição de Máquinas e Equipamentos,un
10128,Ponteira de mangueira,4,"Máquinas, Equipamentos e Ferramentas",2.05.02,Aquisição de Máquinas e Equipamentos,un
10129,Chave T combinada,4,"Máquinas, Equipamentos e Ferramentas",2.05.02,Aquisição de Máquinas e Equipamentos,un
10131,Aplicador de selante,4,"Máquinas, Equipamentos e Ferramentas",2.01.08.05,Serviços e Materiais de Consumo e Conserv (Obra),un
10132,Rodo,4,"Máquinas, Equipamentos e Ferramentas",2.01.08.05,Serviços e Materiais de Consumo e Conserv (Obra),un
10175,Escova de aço,4,"Máquinas, Equipamentos e Ferramentas",2.01.08.05,Serviços e Materiais de Consumo e Conserv (Obra),un
10176,Pistola de pintura,4,"Máquinas, Equipamentos e Ferramentas",2.05.02,Aquisição de Máquinas e Equipamentos,un
10178,Serra,4,"Máquinas, Equipamentos e Ferramentas",2.01.07.01,Insumos Aplicados à Obra,un
10499,Bomba de ar para encher pneus,4,"Máquinas, Equipamentos e Ferramentas",2.05.02,Aquisição de Máquinas e Equipamentos,un
10508,Furador de green,4,"Máquinas, Equipamentos e Ferramentas",2.05.02,Aquisição de Máquinas e Equipamentos,un
10631,Recolhedor de bolinha,4,"Máquinas, Equipamentos e Ferramentas",2.05.02,Aquisição de Máquinas e Equipamentos,un
10635,Lavador de bolinha,4,"Máquinas, Equipamentos e Ferramentas",2.05.02,Aquisição de Máquinas e Equipamentos,un
10639,Rodo com rolo,4,"Máquinas, Equipamentos e Ferramentas",2.05.02,Aquisição de Máquinas e Equipamentos,un
10641,Aplicador de tinta,4,"Máquinas, Equipamentos e Ferramentas",2.05.02,Aquisição de Máquinas e Equipamentos,un
10642,Aparador do aspersor,4,"Máquinas, Equipamentos e Ferramentas",2.05.02,Aquisição de Máquinas e Equipamentos,un
10643,Rastelo,4,"Máquinas, Equipamentos e Ferramentas",2.05.02,Aquisição de Máquinas e Equipamentos,un
10644,Ferramenta de reparação do gramado,4,"Máquinas, Equipamentos e Ferramentas",2.05.02,Aquisição de Máquinas e Equipamentos,un
10825,Carrinho de Golfe,4,"Máquinas, Equipamentos e Ferramentas",2.05.02,Aquisição de Máquinas e Equipamentos,un
11352,Aplicador/ Dispensador Químico ,4,"Máquinas, Equipamentos e Ferramentas",2.01.08.24,Bens de Pequeno Valor (Obra),un
11767,Desempenadeira,4,"Máquinas, Equipamentos e Ferramentas",2.01.07.01,Insumos Aplicados à Obra,un
11811,Broca,4,"Máquinas, Equipamentos e Ferramentas",2.01.07.01,Insumos Aplicados à Obra,un
12911,Kit de Jardinagem Infantil,4,"Máquinas, Equipamentos e Ferramentas",2.01.09.01,"Jardinagem e Paisagismo (Iluminação, Móveis, Etc)",un
12912,Regador,4,"Máquinas, Equipamentos e Ferramentas",2.01.09.01,"Jardinagem e Paisagismo (Iluminação, Móveis, Etc)",un
12913,Kit de Jardinagem Infantil ,4,"Máquinas, Equipamentos e Ferramentas",2.01.09.01,"Jardinagem e Paisagismo (Iluminação, Móveis, Etc)",un
13024,Carrinho Plataforma Assoalho de chapa 400 Kg,4,"Máquinas, Equipamentos e Ferramentas",2.05.02,Aquisição de Máquinas e Equipamentos,un
13025,Carriola Distribuidor Agrícola ,4,"Máquinas, Equipamentos e Ferramentas",2.05.02,Aquisição de Máquinas e Equipamentos,un
13026,Estrado Plástico 500x500x50mm,4,"Máquinas, Equipamentos e Ferramentas",2.05.02,Aquisição de Máquinas e Equipamentos,un
13741,Pegador de Tubos,4,"Máquinas, Equipamentos e Ferramentas",2.05.02,Aquisição de Máquinas e Equipamentos,un
13759,Espátula em Aço,4,"Máquinas, Equipamentos e Ferramentas",2.01.08.05,Serviços e Materiais de Consumo e Conserv (Obra),un
2369,Andaime modular fachadeiro - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,m2
2371,Balancim elétrico - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,mês
2373,Betoneira - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,mes
2375,Elevador cremalheira - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,mês
7487,Escavadeira hidráulica - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,h
7492,Caminhão basculante - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,h
7494,Escavadeira hidráulica com rompedor - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,h
7499,Trator de pneus com grade - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,h
7501,Trator de esteiras - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,h
7502,Rolo compactador liso - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,h
7505,Motoniveladora - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,h
7512,Rolo compactador pé de carneiro - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,mes
7513,Caminhão pipa - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,h
7552,Escoramento metálico - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,un
7563,Retroescavadeira - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,dia
7569,Compactador tipo sapo - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,h
8139,Trator de pneus - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,h
8289,Locação de veiculo,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,mes
8290,Locação de veiculo utilitário,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,dia
8291,Andaime,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,mes
8292,Argamassadeira - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,mes
8293,Balancim manual - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,mes
8294,Bomba para drenagem e esgotamento,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,mes
8296,Caminhão munck - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,mes
8297,Carro porta-palete - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,mes
8299,Compactador a gasolina - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,mes
8302,Compressor de ar - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,mes
8305,Fresadora - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,h
8307,Gerador provisório - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,mes
8318,Grua - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,mes
8321,Guincho de coluna - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,mes
8323,Guindaste - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,h
8324,Minigrua - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,mes
8326,Minicarregadeira - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,h
8329,Suporte de bandeja - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,un
8331,Pá carregadeira - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,h
8333,Placa vibratória - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,h
8335,Polidora de piso - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,dia
8337,Recicladora de asfalto - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,h
8339,Régua vibratória - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,dia
8347,Vibroacabadora - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,h
8349,Rolo compactador de pneus - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,h
8353,Empilhadeira - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,mes
8365,Miniescavadeira - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,h
8366,Plataforma de trabalho aéreo - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,dia
8571,Rastreador de veículos,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,un
8609,Bate-estacas por gravidade - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,dia
8911,Extrusora de concreto - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,h
9066,Britador - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,h
9154,Caminhão Prancha,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,dia
9248,SandPro - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,mes
9612,Escoramento de valas tipo blindagem - locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,mes
9682,Caçambas para Retirada de Resíduos Classe D / Perigosos,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,vb
9821,Alisadora de concreto - Locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,mes
10764,Cubeta plástica,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,un
10765,Forma metálica,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,dia
10773,Locação de laser,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,mes
10796,Locação de máquinas e equipamentos,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,mes
10994,Torre de Iluminação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,un
11327,Locação de implementos,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,mes
11341,Rompedor Hidráulico ,4,"Máquinas, Equipamentos e Ferramentas",2.01.07.01,Insumos Aplicados à Obra,un
11402,Hidrojato - locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,dia
11414,Locação de caixa para massa estabilizada,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,mes
11415, Lixadeira - locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,mes
11425,Bomba de concreto,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,dia
11427,Instrumento fibra óptica,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,un
11429,Sistema de reação com estacas helicoidais,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,un
11430,Mobilização de equipamentos - helicoidal,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,un
11447,Locação de medidor de gás,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,dia
11565,Locação de blindagem metálica de vala,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,mes
11645,Bacia de contenção - locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,mes
11772,Caminhão betoneira - locação ,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,h
12049,Locação de Catraca para Controle de Acesso ao Canteiro,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,mes
12161,Ferramentas em Geral,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,mes
12166,Locação de Escavadeira,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,mes
12167,Locação de Retroescavadeira,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,mes
12168,Locação de Rolo compactador,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,mes
12259,Locação de Retroescavadeira,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,vb
12339,Locação de Escoramento Metálico,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,m2
12516,Hidrojato - locação,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,h
12621,Locação de Retroescavadeira,4,"Máquinas, Equipamentos e Ferramentas",2.01.06.03,Locação de Máquinas e Equipamentos,h
12900,Locação de Mosqitter,4,"Máquinas, Equipamentos e Ferramentas",2.03.06.01.04,"Locação de Equip., Máq., Utensílios e Mob. - Golf",mes
7369,Aquisição de equipamentos,4,"Máquinas, Equipamentos e Ferramentas",2.05.02,Aquisição de Máquinas e Equipamentos,vb
8170,Furadeira,4,"Máquinas, Equipamentos e Ferramentas",2.05.02,Aquisição de Máquinas e Equipamentos,un
8295,Caminhão basculante - Aquisição,4,"Máquinas, Equipamentos e Ferramentas",2.05.02,Aquisição de Máquinas e Equipamentos,vb
8300,Compactador a gasolina - Aquisição,4,"Máquinas, Equipamentos e Ferramentas",2.05.02,Aquisição de Máquinas e Equipamentos,vb
8301,Compactador tipo sapo - Aquisição,4,"Máquinas, Equipamentos e Ferramentas",2.05.02,Aquisição de Máquinas e Equipamentos,vb
8303,Compressor de ar,4,"Máquinas, Equipamentos e Ferramentas",2.05.02,Aquisição de Máquinas e Equipamentos,vb
8304,Elevador cremalheira - Aquisição,4,"Máquinas, Equipamentos e Ferramentas",2.05.02,Aquisição de Máquinas e Equipamentos,vb
8306,Fresadora - Aquisição,4,"Máquinas, Equipamentos e Ferramentas",2.05.02,Aquisição de Máquinas e Equipamentos,vb
8308,Gerador provisório - Aquisição,4,"Máquinas, Equipamentos e Ferramentas",2.05.02,Aquisição de Máquinas e Equipamentos,vb
8320,Grua - Aquisição,4,"Máquinas, Equipamentos e Ferramentas",2.05.02,Aquisição de Máquinas e Equipamentos,vb
8322,Guincho de coluna - Aquisição,4,"Máquinas, Equipamentos e Ferramentas",2.05.02,Aquisição de Máquinas e Equipamentos,vb
8325,Minigrua - Aquisição,4,"Máquinas, Equipamentos e Ferramentas",2.05.02,Aquisição de Máquinas e Equipamentos,vb
8328,Minicarregadeira - Aquisição,4,"Máquinas, Equipamentos e Ferramentas",2.05.02,Aquisição de Máquinas e Equipamentos,vb
8330,Motoniveladora - Aquisição,4,"Máquinas, Equipamentos e Ferramentas",2.05.02,Aquisição de Máquinas e Equipamentos,vb
8332,Pá carregadeira - Aquisição,4,"Máquinas, Equipamentos e Ferramentas",2.05.02,Aquisição de Máquinas e Equipamentos,vb
8334,Placa vibratória - Aquisição,4,"Máquinas, Equipamentos e Ferramentas",2.05.02,Aquisição de Máquinas e Equipamentos,vb
8336,Polidora de piso - Aquisição,4,"Máquinas, Equipamentos e Ferramentas",2.05.02,Aquisição de Máquinas e Equipamentos,vb
8338,Recicladora de asfalto - Aquisição,4,"Máquinas, Equipamentos e Ferramentas",2.05.02,Aquisição de Máquinas e Equipamentos,vb
8340,Régua vibratória - Aquisição,4,"Máquinas, Equipamentos e Ferramentas",2.05.02,Aquisição de Máquinas e Equipamentos,vb
8341,Retroescavadeira - Aquisição,4,"Máquinas, Equipamentos e Ferramentas",2.05.02,Aquisição de Máquinas e Equipamentos,vb
8342,Rolo compactador liso - Aquisição,4,"Máquinas, Equipamentos e Ferramentas",2.05.02,Aquisição de Máquinas e Equipamentos,vb
